"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2022 - Stemmeberettigede";"FV2022 - Afgivne stemmer";"FV2022 - Blanke stemmer";"FV2022 - Andre ugyldige stemmer";"FV2022 - Gyldige stemmer";"FV2022 - A. Socialdemokratiet";"FV2022 - B. Radikale Venstre";"FV2022 - C. Det Konservative Folkeparti";"FV2022 - D. Nye Borgerlige";"FV2022 - F. SF - Socialistisk Folkeparti";"FV2022 - I. Liberal Alliance";"FV2022 - K. Kristendemokraterne";"FV2022 - M. Minoritetspartiet";"FV2022 - O. Dansk Folkeparti";"FV2022 - Q. Frie Grønne, Danmarks Nye Venstrefløjsparti";"FV2022 - V. Venstre, Danmarks Liberale Parti";"FV2022 - Æ. Danmarksdemokraterne - Inger Støjberg";"FV2022 - Ø. Enhedslisten - De Rød-Grønne";"FV2022 - Å. Alternativet";"FV2022 - 1. Uden for partierne";"FV2022 - 2. Uden for partierne";"FV2022 - 3. Uden for partierne"
"450012";"450012";"46";"6";"2";"929";"777";"13";"2";"762";"243";"10";"25";"40";"45";"48";"2";"68";"21";"0";"120";"113";"13";"12";"2";"-";"-"
"450013";"450013";"46";"6";"2";"901";"790";"15";"2";"773";"228";"14";"27";"43";"44";"36";"1";"51";"31";"1";"134";"125";"26";"12";"0";"-";"-"
"461001";"461001";"41";"6";"2";"10080";"8148";"196";"39";"7913";"1681";"502";"458";"187";"966";"793";"26";"946";"108";"57";"788";"203";"772";"418";"8";"-";"-"
"461002";"461002";"41";"6";"2";"8392";"6905";"159";"35";"6711";"2140";"340";"296";"148";"854";"501";"26";"682";"134";"83";"538";"249";"448";"265";"7";"-";"-"
"461003";"461003";"41";"6";"2";"2936";"2360";"55";"11";"2294";"695";"104";"82";"42";"259";"164";"9";"201";"51";"89";"203";"84";"197";"111";"3";"-";"-"
"461004";"461004";"41";"6";"2";"7759";"6505";"147";"21";"6337";"1575";"416";"398";"131";"648";"651";"22";"740";"89";"58";"707";"192";"462";"244";"4";"-";"-"
"461005";"461005";"41";"6";"2";"5867";"4278";"78";"26";"4174";"1431";"162";"168";"93";"396";"227";"18";"316";"108";"286";"311";"202";"308";"141";"7";"-";"-"
"461006";"461006";"41";"6";"2";"2294";"1979";"31";"4";"1944";"793";"32";"114";"84";"128";"76";"6";"155";"56";"59";"183";"193";"35";"26";"4";"-";"-"
"461007";"461007";"41";"6";"2";"4677";"3749";"47";"24";"3678";"1419";"97";"170";"89";"317";"178";"9";"302";"106";"182";"311";"240";"175";"78";"5";"-";"-"
"461009";"461009";"41";"6";"2";"2723";"2215";"39";"6";"2170";"749";"63";"112";"83";"187";"142";"8";"207";"71";"13";"232";"170";"60";"73";"0";"-";"-"
"461011";"461011";"42";"6";"2";"10655";"8762";"176";"45";"8541";"1738";"627";"531";"164";"919";"929";"22";"1011";"95";"60";"942";"187";"807";"505";"4";"-";"-"
"461012";"461012";"42";"6";"2";"8669";"6581";"141";"53";"6387";"2252";"218";"279";"187";"662";"472";"30";"519";"168";"111";"513";"310";"440";"216";"10";"-";"-"
"461013";"461013";"42";"6";"2";"884";"767";"9";"1";"757";"238";"14";"43";"30";"70";"34";"1";"63";"20";"5";"103";"91";"25";"17";"3";"-";"-"
"461014";"461014";"42";"6";"2";"4956";"4202";"59";"19";"4124";"1601";"68";"234";"124";"326";"256";"14";"413";"114";"15";"425";"331";"127";"71";"5";"-";"-"
"461016";"461016";"42";"6";"2";"3097";"2646";"27";"14";"2605";"932";"70";"136";"89";"201";"159";"12";"257";"77";"7";"315";"243";"64";"42";"1";"-";"-"
"461017";"461017";"42";"6";"2";"4852";"4160";"62";"27";"4071";"1530";"99";"232";"125";"383";"214";"16";"427";"85";"34";"410";"292";"139";"82";"3";"-";"-"
"461018";"461018";"42";"6";"2";"4392";"3900";"47";"33";"3820";"1302";"111";"251";"86";"349";"206";"13";"418";"95";"16";"507";"240";"143";"79";"4";"-";"-"
"461019";"461019";"42";"6";"2";"3711";"3098";"45";"20";"3033";"1039";"69";"202";"95";"264";"203";"6";"331";"77";"17";"385";"190";"96";"56";"3";"-";"-"
"461020";"461020";"42";"6";"2";"3486";"3033";"51";"12";"2970";"1110";"66";"164";"97";"231";"205";"6";"305";"83";"10";"361";"216";"72";"44";"0";"-";"-"
"461021";"461021";"42";"6";"2";"2240";"1883";"28";"10";"1845";"538";"40";"138";"79";"119";"150";"11";"208";"53";"13";"191";"177";"74";"53";"1";"-";"-"
"461023";"461023";"43";"6";"2";"10503";"8900";"173";"33";"8694";"1854";"576";"618";"165";"941";"910";"24";"1097";"110";"57";"1031";"218";"699";"386";"8";"-";"-"
"461024";"461024";"43";"6";"2";"4157";"3814";"28";"4";"3782";"710";"207";"416";"59";"301";"445";"2";"594";"45";"10";"623";"130";"152";"88";"0";"-";"-"
"461025";"461025";"43";"6";"2";"7282";"5943";"124";"25";"5794";"1685";"284";"347";"124";"587";"498";"22";"639";"97";"103";"554";"226";"398";"226";"4";"-";"-"
"461026";"461026";"43";"6";"2";"8003";"7013";"98";"29";"6886";"2265";"214";"483";"156";"551";"418";"23";"821";"164";"39";"887";"447";"247";"163";"8";"-";"-"
"461028";"461028";"43";"6";"2";"4528";"4007";"55";"9";"3943";"1090";"96";"334";"113";"283";"322";"38";"523";"83";"16";"642";"269";"83";"46";"5";"-";"-"
"461029";"461029";"43";"6";"2";"4852";"4155";"60";"16";"4079";"1108";"159";"348";"99";"386";"312";"19";"556";"79";"86";"478";"166";"171";"110";"2";"-";"-"
"461030";"461030";"43";"6";"2";"6671";"5606";"102";"23";"5481";"1763";"203";"382";"135";"513";"345";"20";"590";"124";"52";"588";"325";"276";"162";"3";"-";"-"
"461031";"461031";"43";"6";"2";"2500";"2165";"22";"5";"2138";"564";"82";"173";"57";"222";"163";"7";"287";"47";"8";"281";"129";"73";"44";"1";"-";"-"
"461032";"461032";"43";"6";"2";"703";"609";"12";"1";"596";"149";"18";"39";"37";"36";"37";"4";"62";"18";"4";"90";"71";"15";"14";"2";"-";"-"
"461033";"461033";"43";"6";"2";"3995";"3444";"59";"16";"3369";"1136";"105";"214";"90";"307";"187";"8";"357";"86";"17";"385";"268";"114";"91";"4";"-";"-"
"461035";"461035";"41";"6";"2";"5082";"3207";"41";"31";"3135";"975";"93";"92";"54";"186";"62";"28";"167";"59";"870";"86";"130";"271";"59";"3";"-";"-"
"461036";"461036";"41";"6";"2";"3596";"2854";"65";"12";"2777";"953";"124";"118";"60";"358";"127";"8";"236";"68";"28";"220";"140";"200";"134";"3";"-";"-"
"479001";"479001";"47";"6";"2";"11664";"9500";"154";"63";"9283";"3254";"311";"404";"257";"820";"627";"25";"849";"170";"32";"783";"488";"833";"417";"13";"-";"-"
"479002";"479002";"47";"6";"2";"2805";"2184";"30";"10";"2144";"870";"44";"52";"92";"203";"128";"8";"144";"59";"13";"127";"131";"186";"80";"7";"-";"-"
"479003";"479003";"47";"6";"2";"5174";"4233";"71";"21";"4141";"1637";"117";"157";"92";"371";"193";"23";"366";"110";"44";"261";"267";"367";"124";"12";"-";"-"
"479004";"479004";"47";"6";"2";"849";"727";"11";"1";"715";"221";"15";"24";"43";"66";"50";"1";"59";"19";"0";"78";"86";"36";"15";"2";"-";"-"
"479005";"479005";"47";"6";"2";"3266";"2919";"30";"8";"2881";"885";"87";"170";"76";"222";"224";"4";"352";"71";"7";"349";"197";"142";"93";"2";"-";"-"
"479006";"479006";"47";"6";"2";"64";"58";"0";"0";"58";"22";"3";"1";"0";"3";"4";"0";"8";"2";"1";"4";"7";"0";"3";"0";"-";"-"
"479007";"479007";"47";"6";"2";"2181";"2013";"12";"4";"1997";"581";"71";"98";"53";"175";"143";"5";"269";"31";"8";"216";"138";"128";"80";"1";"-";"-"
"479008";"479008";"47";"6";"2";"829";"731";"12";"1";"718";"244";"13";"24";"22";"52";"40";"3";"58";"16";"0";"91";"89";"41";"23";"2";"-";"-"
"479009";"479009";"47";"6";"2";"2066";"1843";"28";"3";"1812";"640";"56";"59";"52";"165";"97";"5";"202";"58";"1";"179";"139";"92";"66";"1";"-";"-"
"479010";"479010";"47";"6";"2";"2842";"2635";"21";"4";"2610";"789";"113";"147";"53";"223";"170";"10";"324";"51";"1";"326";"184";"120";"96";"3";"-";"-"
"479011";"479011";"47";"6";"2";"2192";"1898";"17";"11";"1870";"882";"21";"68";"56";"125";"85";"7";"137";"61";"17";"150";"176";"56";"27";"2";"-";"-"
"479014";"479014";"47";"6";"2";"1028";"895";"12";"1";"882";"302";"20";"29";"48";"41";"38";"0";"89";"29";"2";"105";"93";"48";"33";"5";"-";"-"
"479016";"479016";"47";"6";"2";"1698";"1494";"13";"5";"1476";"340";"46";"51";"37";"157";"68";"5";"124";"17";"13";"156";"94";"202";"162";"4";"-";"-"
"479017";"479017";"47";"6";"2";"2007";"1628";"31";"5";"1592";"607";"17";"75";"86";"97";"78";"5";"121";"43";"0";"169";"169";"75";"47";"3";"-";"-"
"479019";"479019";"47";"6";"2";"2139";"1862";"33";"2";"1827";"526";"59";"54";"63";"186";"74";"7";"138";"54";"1";"197";"144";"163";"159";"2";"-";"-"
"479021";"479021";"47";"6";"2";"950";"816";"10";"3";"803";"231";"14";"44";"43";"59";"41";"5";"72";"26";"4";"121";"100";"31";"11";"1";"-";"-"
"479023";"479023";"47";"6";"2";"1206";"1003";"13";"1";"989";"353";"11";"24";"37";"73";"55";"5";"107";"45";"1";"127";"105";"24";"20";"2";"-";"-"
"479025";"479025";"47";"6";"2";"1101";"917";"11";"2";"904";"288";"10";"40";"54";"71";"54";"1";"74";"37";"1";"96";"118";"35";"24";"1";"-";"-"
"479027";"479027";"47";"6";"2";"1398";"1218";"20";"3";"1195";"371";"29";"38";"49";"144";"56";"6";"114";"37";"3";"128";"102";"72";"43";"3";"-";"-"
"480001";"480001";"45";"6";"2";"3410";"2808";"43";"5";"2760";"1100";"33";"129";"102";"145";"118";"10";"279";"84";"2";"363";"323";"50";"22";"0";"-";"-"
"480002";"480002";"45";"6";"2";"676";"558";"12";"1";"545";"142";"5";"28";"27";"28";"28";"3";"46";"27";"0";"91";"89";"15";"12";"4";"-";"-"
"480003";"480003";"45";"6";"2";"1228";"1049";"18";"4";"1027";"312";"17";"54";"64";"48";"48";"6";"73";"32";"0";"121";"216";"16";"18";"2";"-";"-"
"480004";"480004";"45";"6";"2";"930";"784";"10";"5";"769";"247";"7";"24";"58";"32";"40";"3";"65";"31";"2";"116";"120";"14";"9";"1";"-";"-"
"480005";"480005";"45";"6";"2";"1631";"1378";"19";"4";"1355";"423";"9";"44";"97";"80";"67";"2";"127";"51";"0";"187";"221";"31";"15";"1";"-";"-"
"480006";"480006";"45";"6";"2";"3962";"3293";"60";"7";"3226";"1269";"43";"117";"148";"186";"159";"9";"266";"103";"2";"447";"397";"54";"23";"3";"-";"-"
"480007";"480007";"45";"6";"2";"930";"773";"15";"1";"757";"203";"9";"34";"57";"41";"38";"2";"40";"26";"1";"126";"149";"17";"14";"0";"-";"-"
"480008";"480008";"45";"6";"2";"923";"797";"16";"1";"780";"244";"18";"32";"54";"58";"36";"3";"65";"29";"0";"86";"111";"25";"19";"0";"-";"-"
"480009";"480009";"45";"6";"2";"1030";"888";"17";"2";"869";"290";"8";"42";"44";"61";"44";"2";"65";"39";"0";"110";"134";"26";"4";"0";"-";"-"
"480010";"480010";"45";"6";"2";"922";"776";"10";"2";"764";"238";"12";"19";"71";"45";"46";"3";"46";"29";"4";"91";"141";"13";"6";"0";"-";"-"
"480011";"480011";"45";"6";"2";"2146";"1963";"22";"4";"1937";"543";"54";"128";"70";"126";"162";"7";"268";"37";"1";"300";"153";"49";"39";"0";"-";"-"
"480012";"480012";"45";"6";"2";"1141";"935";"15";"2";"918";"277";"11";"39";"67";"61";"43";"4";"70";"43";"2";"157";"123";"16";"5";"0";"-";"-"
"480013";"480013";"45";"6";"2";"3255";"2695";"31";"8";"2656";"979";"26";"138";"106";"171";"162";"5";"206";"92";"8";"420";"270";"46";"27";"0";"-";"-"
"482001";"482001";"47";"6";"2";"743";"625";"7";"1";"617";"175";"4";"25";"23";"41";"15";"0";"53";"26";"1";"113";"117";"14";"10";"0";"-";"-"
"482002";"482002";"47";"6";"2";"1280";"1040";"10";"6";"1024";"345";"10";"19";"57";"56";"30";"2";"78";"38";"2";"166";"141";"52";"26";"2";"-";"-"
"482003";"482003";"47";"6";"2";"899";"711";"5";"1";"705";"224";"10";"20";"28";"30";"29";"3";"58";"29";"2";"130";"101";"19";"21";"1";"-";"-"
"482005";"482005";"47";"6";"2";"4192";"3411";"36";"14";"3361";"1375";"52";"109";"112";"265";"161";"12";"268";"101";"7";"379";"344";"106";"64";"6";"-";"-"
"482006";"482006";"47";"6";"2";"160";"149";"1";"0";"148";"37";"1";"10";"2";"23";"6";"1";"12";"2";"1";"9";"6";"20";"18";"0";"-";"-"
"482007";"482007";"47";"6";"2";"1352";"1098";"14";"5";"1079";"377";"13";"26";"48";"57";"44";"6";"82";"47";"5";"161";"152";"32";"24";"5";"-";"-"
"482008";"482008";"47";"6";"2";"465";"398";"5";"3";"390";"135";"3";"18";"14";"31";"12";"1";"30";"15";"2";"54";"31";"23";"19";"2";"-";"-"
"482010";"482010";"47";"6";"2";"897";"746";"15";"3";"728";"238";"17";"28";"22";"43";"33";"4";"69";"27";"1";"105";"91";"31";"19";"0";"-";"-"
